Node,Quantity (MW),Price ($/MWh)
1,84.04218985434456,1.1196868983566048
2,75.03766951280764,13.441382614878494
13,205.10296333500756,18.675453469245213
14,150.07533902561528,14.851714692023178
15,245.12305374183828,2.946062826072548
16,77.03867403314918,28.66509168674277
18,258.1295831240583,31.85379894736551
19,141.07081868407835,4.273279015850448
20,100.05022601707684,1.0391021032905543
3,139.06981416373682,3.00237727635543
4,58.029131089904574,15.968911429591108
5,55.027624309392266,18.999695722222125
6,106.05323957810144,15.222794668080653
7,97.04871923656454,15.604819242329851
8,132.06629834254144,11.687215957398326
9,135.06780512305374,22.815750294878736
10,150.07533902561528,3.381183601197727
