Node,Quantity (MW),Price ($/MWh)
1,96.19286790557508,11.819849977696649
2,85.88648920140632,26.16093866831131
13,234.75640381717727,13.856647695985208
14,171.77297840281264,1.994183434342498
15,280.5625313912607,2.2552833732155406
16,88.1767955801105,1.162901091508893
18,295.44952285283773,6.4212744946041
19,161.46659969864388,30.185417980402374
20,114.51531893520844,16.461296383315126
3,159.17629331993973,20.271693138284373
4,66.41888498242089,25.482044964304865
5,62.98342541436464,8.42863152770047
6,121.38623807132092,10.88764392779708
7,111.07985936715218,9.601912727651095
8,151.16022099447514,28.238095625396056
9,154.59568056253138,1.7597181102720063
10,171.77297840281264,13.497721719525174
