Node,Quantity (MW),Price ($/MWh)
1,100.24309392265192,21.17098993934764
2,89.50276243093921,34.62747571203233
13,244.64088397790053,21.712930165358177
14,179.00552486187843,14.816086950074784
15,292.3756906077348,10.490205648282108
16,91.88950276243092,28.910135334220364
18,307.8895027624309,33.39930312359144
19,168.26519337016572,25.987502133010068
20,119.33701657458562,17.70255734228769
3,165.87845303867402,16.935109906015775
4,69.21546961325966,9.222617584080927
5,65.63535911602209,19.23644927339137
6,126.49723756906076,17.104777503386703
7,115.75690607734803,25.21147717379234
8,157.524861878453,25.80341868224259
9,161.10497237569058,27.151453610567422
10,179.00552486187843,21.32504123174185
