Node,Quantity (MW),Price ($/MWh)
1,92.14264188849825,8.567767403709096
2,82.27021597187341,34.6627349763818
13,224.871923656454,1.9716527193326208
14,164.54043194374682,33.097091613946056
15,268.7493721747865,14.090689962012146
16,84.46408839779004,32.956576193401744
18,283.0095429432446,14.158902563800728
19,154.66800602712203,21.658340172106534
20,109.69362129583122,2.088457732956665
3,152.4741336012054,7.444847612773252
4,63.62230035158211,2.8274521781692883
5,60.33149171270717,7.418228038128293
6,116.27523857358108,26.14356041808101
7,106.40281265695629,7.618986556331896
8,144.7955801104972,12.155293730333858
9,148.08638874937216,30.282626157987007
10,164.54043194374682,11.44528269748828
