Node,Quantity (MW),Price ($/MWh)
1,60.75339025615269,26.853116523219025
2,54.24409844299347,23.50256388885065
13,148.26720241084882,13.067882636137938
14,108.48819688598694,26.823881295312987
15,177.197388247112,23.66782422944873
16,55.69060773480663,11.867409602312806
18,186.59969864389757,29.481154081772107
19,101.97890507282771,5.576601461850905
20,72.32546459065796,25.74445556985257
3,100.53239578101456,14.39916652253434
4,41.948769462581616,12.725435208676627
5,39.77900552486188,34.315616510272065
6,76.66499246609744,6.834097416883559
7,70.15570065293822,13.76004392146671
8,95.4696132596685,0.3985411206652528
9,97.63937719738824,14.22337937108751
10,108.48819688598694,23.945338131594426
