Node,Quantity (MW),Price ($/MWh)
1,97.2054244098443,6.8847232147651525
2,86.79055750878955,10.43938961601182
13,237.2275238573581,6.878468523091336
14,173.5811150175791,30.056348091526253
15,283.5158211953792,18.466030758241818
16,89.10497237569061,8.682968784588951
18,298.5595178302361,15.797955982271738
19,163.16624811652434,28.13718228967592
20,115.72074334505274,7.496465751232489
3,160.8518332496233,21.29337949027616
4,67.11803114013058,22.760517906659864
5,63.646408839779006,20.19284896062781
6,122.66398794575588,22.477510539188707
7,112.24912104470116,14.872301873366272
8,152.75138121546962,8.21294517962424
9,156.2230035158212,12.313077700524651
10,173.5811150175791,25.9364653114336
