Node,Quantity (MW),Price ($/MWh)
1,63.79105976896032,10.912493054822876
2,56.95630336514314,33.01265823927823
13,155.68056253139125,1.5454914675964622
14,113.91260673028629,23.67054895034113
15,186.0572576594676,7.225031665329203
16,58.47513812154696,11.851176740100009
18,195.9296835760924,6.081350560275972
19,107.0778503264691,22.57820746569476
20,75.94173782019085,29.00166176243112
3,105.5590155700653,29.3720713888588
4,44.0462079357107,3.3859069859941524
5,41.767955801104975,3.512617684951408
6,80.49824208940231,3.91966199127594
7,73.66348568558513,11.27684533515392
8,100.24309392265194,4.87556613736511
9,102.52134605725766,17.807158112155367
10,113.91260673028629,23.003215955138643
