Node,Quantity (MW),Price ($/MWh)
1,86.61833999999999,21.31324156269376
2,77.50062,19.845596657899907
13,211.98699,19.57000078228485
14,155.00124,20.979898241682974
15,253.01673,20.23392889627348
16,79.78005,19.54593068013321
18,266.69330999999994,19.892627343924875
19,145.88352,19.77405650876719
20,102.57435,21.02273176663473
3,143.60409,20.468189336849008
4,59.26518,21.82635509272465
5,56.98575,21.42462074949021
6,109.41264,18.36338183565067
7,100.29492,20.43736043420339
8,136.76579999999998,19.252129241509905
9,139.04522999999998,19.30392942152429
10,155.00124,19.856832207383658
