Node,Quantity (MW),Price ($/MWh)
1,95.68305,21.31324156269376
2,85.61115000000001,19.845596657899907
13,234.171675,19.57000078228485
14,171.22230000000002,20.979898241682974
15,279.495225,20.23392889627348
16,88.129125,19.54593068013321
18,294.603075,19.892627343924875
19,161.1504,19.77405650876719
20,113.308875,21.02273176663473
3,158.63242499999998,20.468189336849008
4,65.46735000000001,21.82635509272465
5,62.949375,21.42462074949021
6,120.8628,18.36338183565067
7,110.7909,20.43736043420339
8,151.0785,19.252129241509905
9,153.596475,19.30392942152429
10,171.22230000000002,19.856832207383658
