Node,Quantity (MW),Price ($/MWh)
1,96.69024,18.63805802141461
2,86.51232,14.235123307033062
13,236.63664000000003,13.408335680187887
14,173.02464,17.638028058382275
15,282.43728,15.400120022153756
16,89.05680000000001,13.33612537373297
18,297.70416,14.37621536510796
19,162.84672,14.0205028596349
20,114.5016,17.766528633237535
3,160.30224,16.102901343880355
4,66.15648,20.17739861150729
5,63.612,18.972195581803952
6,122.13504,9.788478840285345
7,111.95712000000002,16.010414635943516
8,152.6688,12.454721057863043
9,155.21328,12.610121597906208
10,173.02464,14.268829955484309
