Node,Quantity (MW),Price ($/MWh)
1,93.66867,18.63805802141461
2,83.80881000000001,14.235123307033062
13,229.24174500000004,13.408335680187887
14,167.61762000000002,17.638028058382275
15,273.61111500000004,15.400120022153756
16,86.27377500000001,13.33612537373297
18,288.400905,14.37621536510796
19,157.75776000000002,14.0205028596349
20,110.923425,17.766528633237535
3,155.292795,16.102901343880355
4,64.08909000000001,20.17739861150729
5,61.62412500000001,18.972195581803952
6,118.31832,9.788478840285345
7,108.45846000000002,16.010414635943516
8,147.8979,12.454721057863043
9,150.362865,12.610121597906208
10,167.61762000000002,14.268829955484309
