Node,Quantity (MW),Price ($/MWh)
1,74.53205999999999,21.31324156269376
2,66.68658,19.845596657899907
13,182.40741000000003,19.57000078228485
14,133.37316,20.979898241682974
15,217.71207,20.23392889627348
16,68.64795000000001,19.54593068013321
18,229.48029,19.892627343924875
19,125.52768,19.77405650876719
20,88.26164999999999,21.02273176663473
3,123.56631,20.468189336849008
4,50.99562,21.82635509272465
5,49.03425,21.42462074949021
6,94.14576,18.36338183565067
7,86.30028,20.43736043420339
8,117.6822,19.252129241509905
9,119.64357,19.30392942152429
10,133.37316,19.856832207383658
