Node,Quantity (MW),Price ($/MWh)
1,95.68305,20.23392889627348
2,85.61115000000001,20.738877326934475
13,234.171675,19.567751359780964
14,171.22230000000002,19.94630008593277
15,279.495225,18.00908731356044
16,88.129125,18.169606199288737
18,294.603075,20.037528891736716
19,161.1504,20.320653083129287
20,113.308875,20.338185105274025
3,158.63242499999998,18.69138634184874
4,65.46735000000001,21.016461643975934
5,62.949375,21.48421777897317
6,120.8628,18.689371712116323
7,110.7909,20.627337682753534
8,151.0785,19.034078222470043
9,153.596475,20.10382551654808
10,171.22230000000002,18.772246857913995
