Node,Quantity (MW),Price ($/MWh)
1,83.59676999999999,21.31324156269376
2,74.79711,19.845596657899907
13,204.59209500000003,19.57000078228485
14,149.59422,20.979898241682974
15,244.190565,20.23392889627348
16,76.99702500000001,19.54593068013321
18,257.390055,19.892627343924875
19,140.79456,19.77405650876719
20,98.996175,21.02273176663473
3,138.594645,20.468189336849008
4,57.197790000000005,21.82635509272465
5,54.997875,21.42462074949021
6,105.59592,18.36338183565067
7,96.79626,20.43736043420339
8,131.9949,19.252129241509905
9,134.194815,19.30392942152429
10,149.59422,19.856832207383658
