Node,Quantity (MW),Price ($/MWh)
1,95.68305,18.63805802141461
2,85.61115000000001,14.235123307033062
13,234.171675,13.408335680187887
14,171.22230000000002,17.638028058382275
15,279.495225,15.400120022153756
16,88.129125,13.33612537373297
18,294.603075,14.37621536510796
19,161.1504,14.0205028596349
20,113.308875,17.766528633237535
3,158.63242499999998,16.102901343880355
4,65.46735000000001,20.17739861150729
5,62.949375,18.972195581803952
6,120.8628,9.788478840285345
7,110.7909,16.010414635943516
8,151.0785,12.454721057863043
9,153.596475,12.610121597906208
10,171.22230000000002,14.268829955484309
