Node,Quantity (MW),Price ($/MWh)
1,91.65429,21.31324156269376
2,82.00647000000001,19.845596657899907
13,224.311815,19.57000078228485
14,164.01294,20.979898241682974
15,267.727005,20.23392889627348
16,84.418425,19.54593068013321
18,282.198735,19.892627343924875
19,154.36512,19.77405650876719
20,108.537975,21.02273176663473
3,151.95316499999998,20.468189336849008
4,62.71083,21.82635509272465
5,60.298875,21.42462074949021
6,115.77384,18.36338183565067
7,106.12602,20.43736043420339
8,144.7173,19.252129241509905
9,147.129255,19.30392942152429
10,164.01294,19.856832207383658
