Node,Quantity (MW),Price ($/MWh)
1,95.68305,19.54593068013321
2,85.61115000000001,20.70884335352929
13,234.171675,19.07138067659408
14,171.22230000000002,19.290064182096817
15,279.495225,21.19926256999892
16,88.129125,19.07895207480716
18,294.603075,19.791252226507183
19,161.1504,19.14656542314943
20,113.308875,20.642904033294798
3,158.63242499999998,19.02809608708929
4,65.46735000000001,21.455107052621692
5,62.949375,21.00813566726507
6,120.8628,19.449251868329323
7,110.7909,18.25291947629904
8,151.0785,17.93545791168746
9,153.596475,17.675044167410448
10,171.22230000000002,19.158979867102445
