Node,Quantity (MW),Price ($/MWh)
1,60.4314,18.63805802141461
2,54.0702,14.235123307033062
13,147.89790000000002,13.408335680187887
14,108.1404,17.638028058382275
15,176.5233,15.400120022153756
16,55.660500000000006,13.33612537373297
18,186.0651,14.37621536510796
19,101.7792,14.0205028596349
20,71.56349999999999,17.766528633237535
3,100.1889,16.102901343880355
4,41.3478,20.17739861150729
5,39.7575,18.972195581803952
6,76.3344,9.788478840285345
7,69.9732,16.010414635943516
8,95.418,12.454721057863043
9,97.0083,12.610121597906208
10,108.1404,14.268829955484309
