Node,Quantity (MW),Price ($/MWh)
1,59.42421,21.31324156269376
2,53.16903000000001,19.845596657899907
13,145.432935,19.57000078228485
14,106.33806,20.979898241682974
15,173.58124500000002,20.23392889627348
16,54.732825000000005,19.54593068013321
18,182.964015,19.892627343924875
19,100.08288,19.77405650876719
20,70.370775,21.02273176663473
3,98.519085,20.468189336849008
4,40.65867000000001,21.82635509272465
5,39.094875,21.42462074949021
6,75.06216,18.36338183565067
7,68.80698000000001,20.43736043420339
8,93.8277,19.252129241509905
9,95.391495,19.30392942152429
10,106.33806,19.856832207383658
