Node,Quantity (MW),Price ($/MWh)
1,100.719,19.751882363252527
2,90.117,17.578936007662453
13,246.49650000000003,17.711649493495027
14,180.234,18.67030680111445
15,294.20550000000003,17.979246184880854
16,92.7675,20.219025999789206
18,310.1085,18.71308725613719
19,169.632,19.19235742453088
20,119.2725,20.239982274087467
3,166.9815,17.660794539646652
4,68.91300000000001,18.98115389582181
5,66.2625,19.12660995372681
6,127.224,19.841130439268632
7,116.622,20.43664203931495
8,159.03,18.226607625566437
9,161.6805,20.394415059183427
10,180.234,18.17086824214289
