Node,Quantity (MW),Price ($/MWh)
1,59.42421,21.42462074949021
2,53.16903000000001,21.064375778320382
13,145.432935,19.08248080769968
14,106.33806,19.0804651129068
15,173.58124500000002,21.894172708522323
16,54.732825000000005,19.369620620084277
18,182.964015,20.56478954935602
19,100.08288,19.398124970127547
20,70.370775,21.188506458805048
3,98.519085,18.86533856575336
4,40.65867000000001,18.477962420003728
5,39.094875,21.441399573764933
6,75.06216,18.667597247203517
7,68.80698000000001,17.998993187617415
8,93.8277,20.337008626002437
9,95.391495,20.24549967613317
10,106.33806,18.386337480017183
