Node,Quantity (MW),Price ($/MWh)
1,60.4314,20.468189336849008
2,54.0702,19.46423930947253
13,147.89790000000002,19.272011366002324
14,108.1404,19.978742747224864
15,176.5233,18.73913461910705
16,55.660500000000006,19.00084287359751
18,186.0651,18.67895726385998
19,101.7792,20.41773289390518
20,71.56349999999999,18.354522714828025
3,100.1889,18.451416437218665
4,41.3478,19.84794725773384
5,39.7575,19.55156613406577
6,76.3344,19.73592477252952
7,69.9732,18.432740549678407
8,95.418,20.40590738246499
9,97.0083,19.978081650087937
10,108.1404,21.84617170699084
