Node,Quantity (MW),Price ($/MWh)
1,63.45297,18.61637943109609
2,56.77371000000001,20.25163305763419
13,155.29279500000004,19.35843397640927
14,113.54742000000002,20.718275570360326
15,185.349465,20.57472640557765
16,58.44352500000001,20.067441478872524
18,195.368355,20.08254816452551
19,106.86816,18.314712362184352
20,75.141675,19.478407983752
3,105.198345,19.55379447661324
4,43.41519,20.175321289791675
5,41.745375,20.407357759316252
6,80.15112,20.098337470047973
7,73.47186,17.752720132027736
8,100.1889,19.702365089086427
9,101.858715,18.973758348534197
10,113.54742000000002,20.14339956770723
