Node,Quantity (MW),Price ($/MWh)
1,100.719,21.31324156269376
2,90.117,19.845596657899907
13,246.49650000000003,19.57000078228485
14,180.234,20.979898241682974
15,294.20550000000003,20.23392889627348
16,92.7675,19.54593068013321
18,310.1085,19.892627343924875
19,169.632,19.77405650876719
20,119.2725,21.02273176663473
3,166.9815,20.468189336849008
4,68.91300000000001,21.82635509272465
5,66.2625,21.42462074949021
6,127.224,18.36338183565067
7,116.622,20.43736043420339
8,159.03,19.252129241509905
9,161.6805,19.30392942152429
10,180.234,19.856832207383658
