Node,Quantity (MW),Price ($/MWh)
1,63.45297,18.63805802141461
2,56.77371000000001,14.235123307033062
13,155.29279500000004,13.408335680187887
14,113.54742000000002,17.638028058382275
15,185.349465,15.400120022153756
16,58.44352500000001,13.33612537373297
18,195.368355,14.37621536510796
19,106.86816,14.0205028596349
20,75.141675,17.766528633237535
3,105.198345,16.102901343880355
4,43.41519,20.17739861150729
5,41.745375,18.972195581803952
6,80.15112,9.788478840285345
7,73.47186,16.010414635943516
8,100.1889,12.454721057863043
9,101.858715,12.610121597906208
10,113.54742000000002,14.268829955484309
