Node,Quantity (MW),Price ($/MWh)
1,93.66867,21.31324156269376
2,83.80881000000001,19.845596657899907
13,229.24174500000004,19.57000078228485
14,167.61762000000002,20.979898241682974
15,273.61111500000004,20.23392889627348
16,86.27377500000001,19.54593068013321
18,288.400905,19.892627343924875
19,157.75776000000002,19.77405650876719
20,110.923425,21.02273176663473
3,155.292795,20.468189336849008
4,64.08909000000001,21.82635509272465
5,61.62412500000001,21.42462074949021
6,118.31832,18.36338183565067
7,108.45846000000002,20.43736043420339
8,147.8979,19.252129241509905
9,150.362865,19.30392942152429
10,167.61762000000002,19.856832207383658
