hour,market_price_node1,market_price_node2,market_price_node3,market_price_node4,market_price_node5,market_price_node6,market_price_node7,market_price_node8,market_price_node9,market_price_node10,market_price_node11,market_price_node12,market_price_node13,market_price_node14,market_price_node15,market_price_node16,market_price_node17,market_price_node18,market_price_node19,market_price_node20,market_price_node21,market_price_node22,market_price_node23,market_price_node24
1,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,11.075000000000001,11.075000000000001,6.02,6.02,11.075000000000001,11.075000000000001,6.02,6.02,11.075000000000001,11.075000000000001
2,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,17.38325632474775,11.075000000000001,11.075000000000001,6.02,6.02,11.075000000000001,11.075000000000001,6.02,6.02,11.075000000000001,11.075000000000001
3,13.32,13.32,10.52,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,10.52,10.52,6.02,6.02,10.52,10.52,6.02,6.02,10.52,10.52
4,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,10.52,10.52,6.02,6.02,10.89,10.89,6.02,6.02,10.89,10.52
5,13.32,13.32,10.52,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,10.52,10.52,6.02,6.02,10.89,10.89,6.02,6.02,10.89,10.52
6,13.32,13.32,10.52,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,13.32,10.52,10.52,6.02,6.02,10.52,10.52,6.02,6.02,10.52,10.52
7,18.093823025698388,18.093823025698388,10.52,18.093823025698388,18.093823025698388,18.093823025698388,18.11701841468078,18.11701841468078,18.093823025698388,18.093823025698388,18.093823025698388,18.093823025698388,18.093823025698388,18.093823025698388,10.52,10.52,6.02,6.02,10.52,10.52,6.02,6.02,10.52,10.52
8,18.65987245319649,18.65987245319649,11.630000000000003,18.65987245319649,18.65987245319649,18.65987245319649,18.9107042306574,18.9107042306574,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,11.630000000000003,11.630000000000003,6.02,6.02,11.630000000000003,11.630000000000003,6.02,6.02,11.630000000000003,11.630000000000003
9,18.65987245319649,18.65987245319649,17.68897578825355,18.65987245319649,18.65987245319649,18.65987245319649,19.28879041429908,19.28879041429908,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,17.68897578825355,17.68897578825355,6.02,6.02,17.68897578825355,17.68897578825355,6.02,6.02,17.68897578825355,17.68897578825355
10,18.65987245319649,18.65987245319649,18.06640432213529,18.65987245319649,18.65987245319649,18.65987245319649,18.83860732667946,18.83860732667946,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.06640432213529,18.06640432213529,7.0,7.0,18.06640432213529,18.06640432213529,7.0,7.0,18.06640432213529,18.06640432213529
11,19.056622386374134,19.056622386374134,18.67831527094748,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,19.056622386374134,18.67831527094748,18.67831527094748,7.0,7.0,18.67831527094748,18.67831527094748,7.0,7.0,18.67831527094748,18.67831527094748
12,19.164370406883677,19.164370406883677,18.216436604335225,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,19.164370406883677,18.216436604335225,18.216436604335225,7.0,7.0,18.216436604335225,18.216436604335225,7.0,7.0,18.216436604335225,18.216436604335225
13,19.03012766161784,19.03012766161784,18.8633063571508,19.03012766161784,19.03012766161784,19.03012766161784,19.28166961406891,19.28166961406891,19.03012766161784,19.03012766161784,19.03012766161784,19.03012766161784,19.03012766161784,19.03012766161784,18.8633063571508,18.8633063571508,7.0,7.0,18.8633063571508,18.8633063571508,7.0,7.0,18.8633063571508,18.8633063571508
14,19.076365432951416,19.076365432951416,18.88204694159117,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,19.076365432951416,18.88204694159117,18.88204694159117,7.0,7.0,18.88204694159117,18.88204694159117,7.0,7.0,18.88204694159117,18.88204694159117
15,18.65772584601311,18.65772584601311,17.017499999861066,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,18.65772584601311,17.017499999861066,17.017499999861066,7.0,7.0,17.017499999861066,17.017499999861066,7.0,7.0,17.017499999861066,17.017499999861066
16,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,18.55315847051411,7.0,7.0,18.55315847051411,18.55315847051411,7.0,7.0,18.55315847051411,18.55315847051411
17,19.776250133708285,19.776250133708285,19.776250133708285,19.776250133708285,19.776250133708285,19.776250133708285,19.84837318182654,19.84837318182654,19.776250133708285,19.776250133708285,19.776250133708285,19.776250133708285,19.776250133708285,19.776250133708285,18.65987245319649,18.65987245319649,7.0,7.0,18.65987245319649,18.65987245319649,7.0,7.0,18.65987245319649,18.65987245319649
18,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,19.185171619828694,19.185171619828694,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,7.0,7.0,18.65987245319649,18.65987245319649,7.0,7.0,18.65987245319649,18.65987245319649
19,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,18.65987245319649,7.0,7.0,18.65987245319649,18.65987245319649,7.0,7.0,18.65987245319649,18.65987245319649
20,19.218541026154927,19.411500568803454,18.77768979486232,19.411500568803454,19.218541026154927,19.411500568803454,19.44653351693357,19.44653351693357,19.411500568803454,19.411500568803454,19.411500568803454,19.411500568803454,19.411500568803454,19.411500568803454,18.77768979486232,18.77768979486232,7.0,7.0,18.77768979486232,18.77768979486232,7.0,7.0,18.77768979486232,18.77768979486232
21,18.79833023458773,18.79833023458773,18.71333643548709,18.79833023458773,18.79833023458773,18.79833023458773,18.874294276344813,18.874294276344813,18.79833023458773,18.79833023458773,18.79833023458773,18.79833023458773,18.79833023458773,18.79833023458773,18.71333643548709,18.71333643548709,7.0,7.0,18.71333643548709,18.71333643548709,7.0,7.0,18.71333643548709,18.71333643548709
22,18.499034830858196,18.499034830858196,11.630000000000003,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,18.499034830858196,11.630000000000003,11.630000000000003,6.02,6.02,11.630000000000003,11.630000000000003,6.02,6.02,11.630000000000003,11.630000000000003
23,18.365944967217157,18.365944967217157,10.52,18.365944967217157,18.365944967217157,18.365944967217157,19.682687157034927,19.682687157034927,18.365944967217157,18.365944967217157,18.365944967217157,18.365944967217157,18.365944967217157,18.365944967217157,10.52,10.52,6.02,6.02,10.52,10.52,6.02,6.02,10.52,10.52
24,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,6.02,6.02,10.52,10.52,6.02,6.02,10.52,10.52
