Hour,Node,Quantity (MW),Price ($/MWh)
1,20,79.912575,17.766528633237535
2,20,75.141675,17.766528633237535
3,20,71.56349999999999,17.766528633237535
4,20,70.370775,17.766528633237535
5,20,70.370775,17.766528633237535
6,20,71.56349999999999,17.766528633237535
7,20,88.26164999999999,17.766528633237535
8,20,102.57435,17.766528633237535
9,20,113.30887499999999,17.766528633237535
10,20,114.5016,17.766528633237535
11,20,114.5016,17.766528633237535
12,20,113.30887499999999,17.766528633237535
13,20,113.30887499999999,17.766528633237535
14,20,113.30887499999999,17.766528633237535
15,20,110.92342500000001,17.766528633237535
16,20,110.92342500000001,17.766528633237535
17,20,118.07977499999998,17.766528633237535
18,20,119.2725,17.766528633237535
19,20,119.2725,17.766528633237535
20,20,114.5016,17.766528633237535
21,20,108.53797499999999,17.766528633237535
22,20,98.996175,17.766528633237535
23,20,87.068925,17.766528633237535
24,20,75.141675,17.766528633237535
