Hour,Node,Quantity (MW),Price ($/MWh)
1,2,60.37839,14.235123307033062
2,2,56.77371000000001,14.235123307033062
3,2,54.0702,14.235123307033062
4,2,53.16903000000001,14.235123307033062
5,2,53.16903000000001,14.235123307033062
6,2,54.0702,14.235123307033062
7,2,66.68658,14.235123307033062
8,2,77.50062,14.235123307033062
9,2,85.61115000000001,14.235123307033062
10,2,86.51232,14.235123307033062
11,2,86.51232,14.235123307033062
12,2,85.61115000000001,14.235123307033062
13,2,85.61115000000001,14.235123307033062
14,2,85.61115000000001,14.235123307033062
15,2,83.80881000000001,14.235123307033062
16,2,83.80881000000001,14.235123307033062
17,2,89.21583,14.235123307033062
18,2,90.117,14.235123307033062
19,2,90.117,14.235123307033062
20,2,86.51232,14.235123307033062
21,2,82.00647000000001,14.235123307033062
22,2,74.79711,14.235123307033062
23,2,65.78541,14.235123307033062
24,2,56.77371000000001,14.235123307033062
