Hour,Node,Quantity (MW),Price ($/MWh)
1,5,44.395875000000004,18.972195581803952
2,5,41.745375,18.972195581803952
3,5,39.7575,18.972195581803952
4,5,39.094875,18.972195581803952
5,5,39.094875,18.972195581803952
6,5,39.7575,18.972195581803952
7,5,49.03425,18.972195581803952
8,5,56.985749999999996,18.972195581803952
9,5,62.949375,18.972195581803952
10,5,63.612,18.972195581803952
11,5,63.612,18.972195581803952
12,5,62.949375,18.972195581803952
13,5,62.949375,18.972195581803952
14,5,62.949375,18.972195581803952
15,5,61.62412500000001,18.972195581803952
16,5,61.62412500000001,18.972195581803952
17,5,65.599875,18.972195581803952
18,5,66.2625,18.972195581803952
19,5,66.2625,18.972195581803952
20,5,63.612,18.972195581803952
21,5,60.298875,18.972195581803952
22,5,54.997875,18.972195581803952
23,5,48.371625,18.972195581803952
24,5,41.745375,18.972195581803952
