Hour,Node,Quantity (MW),Price ($/MWh)
1,18,207.772695,14.37621536510796
2,18,195.368355,14.37621536510796
3,18,186.06509999999997,14.37621536510796
4,18,182.964015,14.37621536510796
5,18,182.964015,14.37621536510796
6,18,186.06509999999997,14.37621536510796
7,18,229.48028999999997,14.37621536510796
8,18,266.69330999999994,14.37621536510796
9,18,294.603075,14.37621536510796
10,18,297.70416,14.37621536510796
11,18,297.70416,14.37621536510796
12,18,294.603075,14.37621536510796
13,18,294.603075,14.37621536510796
14,18,294.603075,14.37621536510796
15,18,288.400905,14.37621536510796
16,18,288.400905,14.37621536510796
17,18,307.007415,14.37621536510796
18,18,310.1085,14.37621536510796
19,18,310.1085,14.37621536510796
20,18,297.70416,14.37621536510796
21,18,282.198735,14.37621536510796
22,18,257.39005499999996,14.37621536510796
23,18,226.37920499999998,14.37621536510796
24,18,195.368355,14.37621536510796
