Hour,Node,Quantity (MW),Price ($/MWh)
1,16,62.154225000000004,13.33612537373297
2,16,58.44352500000001,13.33612537373297
3,16,55.660500000000006,13.33612537373297
4,16,54.732825000000005,13.33612537373297
5,16,54.732825000000005,13.33612537373297
6,16,55.660500000000006,13.33612537373297
7,16,68.64795000000001,13.33612537373297
8,16,79.78005,13.33612537373297
9,16,88.129125,13.33612537373297
10,16,89.05680000000001,13.33612537373297
11,16,89.05680000000001,13.33612537373297
12,16,88.129125,13.33612537373297
13,16,88.129125,13.33612537373297
14,16,88.129125,13.33612537373297
15,16,86.27377500000001,13.33612537373297
16,16,86.27377500000001,13.33612537373297
17,16,91.839825,13.33612537373297
18,16,92.76750000000001,13.33612537373297
19,16,92.76750000000001,13.33612537373297
20,16,89.05680000000001,13.33612537373297
21,16,84.418425,13.33612537373297
22,16,76.99702500000001,13.33612537373297
23,16,67.720275,13.33612537373297
24,16,58.44352500000001,13.33612537373297
