Hour,Node,Quantity (MW),Price ($/MWh)
1,9,108.325935,12.610121597906208
2,9,101.858715,12.610121597906208
3,9,97.00829999999999,12.610121597906208
4,9,95.391495,12.610121597906208
5,9,95.391495,12.610121597906208
6,9,97.00829999999999,12.610121597906208
7,9,119.64357,12.610121597906208
8,9,139.04522999999998,12.610121597906208
9,9,153.596475,12.610121597906208
10,9,155.21328,12.610121597906208
11,9,155.21328,12.610121597906208
12,9,153.596475,12.610121597906208
13,9,153.596475,12.610121597906208
14,9,153.596475,12.610121597906208
15,9,150.362865,12.610121597906208
16,9,150.362865,12.610121597906208
17,9,160.063695,12.610121597906208
18,9,161.6805,12.610121597906208
19,9,161.6805,12.610121597906208
20,9,155.21328,12.610121597906208
21,9,147.129255,12.610121597906208
22,9,134.194815,12.610121597906208
23,9,118.026765,12.610121597906208
24,9,101.858715,12.610121597906208
