Node,Quantity (MW),Price ($/MWh)
1,101.25565042692114,5.369374891388275
2,90.40683073832244,29.11290396159764
13,247.1120040180813,17.74642666753463
14,180.81366147664488,3.7457682449196414
15,295.3289804118533,33.76897486721673
16,92.81767955801104,16.496605564278063
18,310.9994977398292,33.316651066097634
19,169.9648417880462,1.0260763148944996
20,120.54244098442992,3.1962117359244147
3,167.5539929683576,12.5571323987615
4,69.91461577096935,29.17880312887756
5,66.29834254143645,6.882748763089966
6,127.77498744349572,28.84260301356167
7,116.92616775489702,19.002993778531504
8,159.1160220994475,6.391670250690471
9,162.7322953289804,0.1756380905426963
10,180.81366147664488,33.89487002187986
