hour,market_price_node1,market_price_node2,market_price_node3,market_price_node4,market_price_node5,market_price_node6,market_price_node7,market_price_node8,market_price_node9,market_price_node10,market_price_node11,market_price_node12,market_price_node13,market_price_node14,market_price_node15,market_price_node16,market_price_node17,market_price_node18,market_price_node19,market_price_node20,market_price_node21,market_price_node22,market_price_node23,market_price_node24
1,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004
2,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52
3,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52
4,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52
5,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52
6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04,14.04
8,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204
9,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204,17.91496382573204
10,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827,18.225099055462827
