Hour,Node,Quantity (MW),Price ($/MWh)
1,8,106.60773480662984,29.977437157076388
2,8,100.24309392265194,23.875919582529345
3,8,95.4696132596685,0.3985411206652528
4,8,93.87845303867402,11.085442174976045
5,8,93.87845303867402,31.679613786830924
6,8,95.4696132596685,18.657635349018843
7,8,117.74585635359114,11.10237376621712
8,8,136.83977900552486,0.2761423778327432
9,8,151.16022099447514,3.2733671215614186
10,8,152.75138121546962,19.803003874360694
11,8,152.75138121546962,10.55258560517738
12,8,151.16022099447514,2.8719858741993987
13,8,151.16022099447514,21.781825083090467
14,8,151.16022099447514,28.238095625396056
15,8,147.9779005524862,2.571324573192475
16,8,147.9779005524862,34.598627091276065
17,8,157.524861878453,25.80341868224259
18,8,159.1160220994475,6.391670250690471
19,8,159.1160220994475,14.055216948976565
20,8,152.75138121546962,8.21294517962424
21,8,144.7955801104972,12.155293730333858
22,8,132.06629834254144,11.687215957398326
23,8,116.15469613259668,26.6543630935798
24,8,100.24309392265194,4.87556613736511
