Hour,Node,Quantity (MW),Price ($/MWh)
1,10,121.14515318935209,28.839821027193558
2,10,113.91260673028629,23.80011652306921
3,10,108.48819688598694,23.945338131594426
4,10,106.68006027122048,13.208862297771692
5,10,106.68006027122048,31.206716998046424
6,10,108.48819688598694,10.920621664841754
7,10,133.80210949271722,18.45766445864203
8,10,155.4997488699146,24.75086169377628
9,10,171.77297840281264,0.9814927921459166
10,10,173.5811150175791,16.606478979948257
11,10,173.5811150175791,21.177918682684773
12,10,171.77297840281264,22.767623459615383
13,10,171.77297840281264,0.3423515286048556
14,10,171.77297840281264,13.497721719525174
15,10,168.15670517327976,23.93526213584572
16,10,168.15670517327976,25.437768527671874
17,10,179.00552486187843,21.325041231741846
18,10,180.81366147664488,33.89487002187986
19,10,180.81366147664488,25.316131952174654
20,10,173.5811150175791,25.936465311433597
21,10,164.54043194374682,11.44528269748828
22,10,150.07533902561528,3.381183601197727
23,10,131.99397287795077,34.48978131145482
24,10,113.91260673028629,23.003215955138643
