Hour,Node,Quantity (MW),Price ($/MWh)
1,19,113.87644399799096,2.54977771387702
2,19,107.0778503264691,30.61517559784248
3,19,101.97890507282773,5.576601461850905
4,19,100.27925665494726,18.06147009894309
5,19,100.27925665494726,10.860121800669281
6,19,101.97890507282773,3.9499978975377537
7,19,125.77398292315418,31.820069101247284
8,19,146.16976393771972,25.880088692338035
9,19,161.46659969864388,20.371947694519164
10,19,163.16624811652434,13.68385679081742
11,19,163.16624811652434,10.772784962492471
12,19,161.46659969864388,6.36973206953647
13,19,161.46659969864388,4.522474828243554
14,19,161.46659969864388,30.185417980402374
15,19,158.067302862883,18.417186519277486
16,19,158.067302862883,29.180111794687452
17,19,168.26519337016572,25.987502133010068
18,19,169.9648417880462,1.0260763148944996
19,19,169.9648417880462,27.78139677317984
20,19,163.16624811652434,28.13718228967592
21,19,154.66800602712203,21.658340172106538
22,19,141.07081868407835,4.273279015850448
23,19,124.07433450527373,23.161491621222645
24,19,107.0778503264691,22.578207465694756
