Hour,Node,Quantity (MW),Price ($/MWh)
1,20,80.76343545956806,26.699003796274862
2,20,75.94173782019085,10.013625853746916
3,20,72.32546459065796,25.74445556985257
4,20,71.12004018081366,3.6012407190244593
5,20,71.12004018081366,25.61744188789876
6,20,72.32546459065796,12.943341640920778
7,20,89.20140632847814,17.282632525853874
8,20,103.66649924660973,9.81956180332276
9,20,114.51531893520843,23.97059679461183
10,20,115.72074334505274,24.996566814971487
11,20,115.72074334505274,20.057650443044427
12,20,114.51531893520843,32.67333897623612
13,20,114.51531893520843,10.494910995064474
14,20,114.51531893520843,16.461296383315126
15,20,112.10447011551985,16.28230900820933
16,20,112.10447011551985,28.729296986817754
17,20,119.33701657458562,17.70255734228769
18,20,120.54244098442992,3.1962117359244147
19,20,120.54244098442992,1.1034356172284205
20,20,115.72074334505274,7.496465751232489
21,20,109.69362129583122,2.088457732956665
22,20,100.05022601707685,1.0391021032905545
23,20,87.99598191863384,31.35875669929044
24,20,75.94173782019085,29.00166176243112
