Hour,Node,Quantity (MW),Price ($/MWh)
1,3,112.26117528879959,26.678146742304662
2,3,105.5590155700653,31.05100557413666
3,3,100.53239578101457,14.399166522534339
4,3,98.85685585133099,14.510116514249827
5,3,98.85685585133099,0.605198562450881
6,3,100.53239578101457,12.241061270128071
7,3,123.98995479658461,18.30777426800441
8,3,144.09643395278752,14.917586275283115
9,3,159.17629331993973,32.309656864619015
10,3,160.8518332496233,34.10490768163967
11,3,160.8518332496233,4.767654585392186
12,3,159.17629331993973,22.56997734208108
13,3,159.17629331993973,17.171932447045002
14,3,159.17629331993973,20.271693138284373
15,3,155.8252134605726,2.706152762462543
16,3,155.8252134605726,10.454064578569646
17,3,165.87845303867402,16.935109906015775
18,3,167.5539929683576,12.5571323987615
19,3,167.5539929683576,20.501116351938563
20,3,160.8518332496233,21.293379490276156
21,3,152.4741336012054,7.444847612773252
22,3,139.06981416373682,3.00237727635543
23,3,122.31441486690105,2.519623012299617
24,3,105.5590155700653,29.372071388858796
