Hour,Node,Quantity (MW),Price ($/MWh)
1,7,78.34053239578101,1.3728850827187222
2,7,73.66348568558513,33.022392568937825
3,7,70.15570065293822,13.76004392146671
4,7,68.98643897538925,9.97327916184063
5,7,68.98643897538925,19.928237122642134
6,7,70.15570065293822,31.51691006825028
7,7,86.5253641386238,8.882673786153287
8,7,100.55650426921144,19.399767182057747
9,7,111.07985936715218,25.710826613352975
10,7,112.24912104470116,8.225898387724614
11,7,112.24912104470116,1.1889746051681394
12,7,111.07985936715218,22.286952605835918
13,7,111.07985936715218,12.765601673717871
14,7,111.07985936715218,9.601912727651097
15,7,108.74133601205425,23.78273839427253
16,7,108.74133601205425,18.527624195061517
17,7,115.75690607734805,25.21147717379234
18,7,116.92616775489702,19.002993778531504
19,7,116.92616775489702,32.57936491953235
20,7,112.24912104470116,14.872301873366272
21,7,106.40281265695629,7.618986556331896
22,7,97.04871923656454,15.604819242329853
23,7,85.35610246107483,11.426177083935247
24,7,73.66348568558513,11.27684533515392
