Node,Quantity (MW),Price ($/MWh)
1,74.92918131592164,17.873539539427206
2,66.90105474635861,30.6031784870434
13,182.86288297338015,3.220536882911429
14,133.80210949271722,18.173015603563552
15,218.54344550477143,25.605467608289096
16,68.68508287292816,15.746140917705471
18,230.1396283274736,6.0750372745328205
19,125.77398292315418,31.820069101247284
20,89.20140632847814,17.282632525853874
3,123.9899547965846,18.30777426800441
4,51.73681567051732,20.61077734215344
5,49.060773480662974,27.86376822162565
6,94.55349070818684,6.082594582629825
7,86.5253641386238,8.882673786153287
8,117.74585635359114,11.10237376621712
9,120.4218985434455,9.170327406208733
10,133.80210949271722,18.45766445864203
