Node,Quantity (MW),Price ($/MWh)
1,97.2054244098443,14.537599614866055
2,86.79055750878955,20.550420132921975
13,237.2275238573581,13.310514599413445
14,173.5811150175791,9.49624141742938
15,283.5158211953792,14.84120541871017
16,89.10497237569061,14.7632987884219
18,298.5595178302361,4.386185775224996
19,163.16624811652434,13.68385679081742
20,115.72074334505274,24.996566814971487
3,160.8518332496233,34.10490768163967
4,67.11803114013058,7.55801150849279
5,63.646408839779006,25.30528673778177
6,122.66398794575588,18.02148978236695
7,112.24912104470116,8.225898387724614
8,152.75138121546962,19.80300387436069
9,156.2230035158212,17.989856600171926
10,173.5811150175791,16.606478979948257
