Hour,Node,Quantity (MW),Price ($/MWh)
1,14,121.14515318935209,21.77331260551229
2,14,113.91260673028629,15.00003102616771
3,14,108.48819688598694,26.823881295312987
4,14,106.68006027122048,31.154729626542107
5,14,106.68006027122048,3.3873476900546686
6,14,108.48819688598694,33.42487948777744
7,14,133.80210949271722,18.173015603563552
8,14,155.4997488699146,20.57051844572463
9,14,171.77297840281264,3.1656604945049986
10,14,173.5811150175791,9.49624141742938
11,14,173.5811150175791,32.67647796460419
12,14,171.77297840281264,11.04325989071218
13,14,171.77297840281264,13.400805882957139
14,14,171.77297840281264,1.994183434342498
15,14,168.15670517327976,17.156199392874672
16,14,168.15670517327976,23.69408002799263
17,14,179.00552486187843,14.816086950074785
18,14,180.81366147664488,3.7457682449196423
19,14,180.81366147664488,3.1217131085398475
20,14,173.5811150175791,30.056348091526253
21,14,164.54043194374682,33.097091613946056
22,14,150.07533902561528,14.851714692023178
23,14,131.99397287795077,0.4627907639396367
24,14,113.91260673028629,23.670548950341132
