Hour,Node,Quantity (MW),Price ($/MWh)
1,3,111.877605,20.468189336849008
2,3,105.198345,20.468189336849008
3,3,100.1889,20.468189336849008
4,3,98.519085,20.468189336849008
5,3,98.519085,20.468189336849008
6,3,100.1889,20.468189336849008
7,3,123.56630999999999,20.468189336849008
8,3,143.60408999999999,20.468189336849008
9,3,158.63242499999998,20.468189336849008
10,3,160.30224,20.468189336849008
11,3,160.30224,20.468189336849008
12,3,158.63242499999998,20.468189336849008
13,3,158.63242499999998,20.468189336849008
14,3,158.63242499999998,20.468189336849008
15,3,155.292795,20.468189336849008
16,3,155.292795,20.468189336849008
17,3,165.31168499999998,20.468189336849008
18,3,166.9815,20.468189336849008
19,3,166.9815,20.468189336849008
20,3,160.30224,20.468189336849008
21,3,151.95316499999998,20.468189336849008
22,3,138.59464499999999,20.468189336849008
23,3,121.896495,20.468189336849008
24,3,105.198345,20.468189336849008
