Hour,Node,Quantity (MW),Price ($/MWh)
1,7,78.13674,20.43736043420339
2,7,73.47186,20.43736043420339
3,7,69.9732,20.43736043420339
4,7,68.80698000000001,20.43736043420339
5,7,68.80698000000001,20.43736043420339
6,7,69.9732,20.43736043420339
7,7,86.30028,20.43736043420339
8,7,100.29492,20.43736043420339
9,7,110.79090000000001,20.43736043420339
10,7,111.95712000000002,20.43736043420339
11,7,111.95712000000002,20.43736043420339
12,7,110.79090000000001,20.43736043420339
13,7,110.79090000000001,20.43736043420339
14,7,110.79090000000001,20.43736043420339
15,7,108.45846000000002,20.43736043420339
16,7,108.45846000000002,20.43736043420339
17,7,115.45578,20.43736043420339
18,7,116.62200000000001,20.43736043420339
19,7,116.62200000000001,20.43736043420339
20,7,111.95712000000002,20.43736043420339
21,7,106.12602000000001,20.43736043420339
22,7,96.79626,20.43736043420339
23,7,85.13406,20.43736043420339
24,7,73.47186,20.43736043420339
