Hour,Node,Quantity (MW),Price ($/MWh)
1,16,62.154225000000004,19.54593068013321
2,16,58.44352500000001,19.54593068013321
3,16,55.660500000000006,19.54593068013321
4,16,54.732825000000005,19.54593068013321
5,16,54.732825000000005,19.54593068013321
6,16,55.660500000000006,19.54593068013321
7,16,68.64795000000001,19.54593068013321
8,16,79.78005,19.54593068013321
9,16,88.129125,19.54593068013321
10,16,89.05680000000001,19.54593068013321
11,16,89.05680000000001,19.54593068013321
12,16,88.129125,19.54593068013321
13,16,88.129125,19.54593068013321
14,16,88.129125,19.54593068013321
15,16,86.27377500000001,19.54593068013321
16,16,86.27377500000001,19.54593068013321
17,16,91.839825,19.54593068013321
18,16,92.76750000000001,19.54593068013321
19,16,92.76750000000001,19.54593068013321
20,16,89.05680000000001,19.54593068013321
21,16,84.418425,19.54593068013321
22,16,76.99702500000001,19.54593068013321
23,16,67.720275,19.54593068013321
24,16,58.44352500000001,19.54593068013321
