Hour,Node,Quantity (MW),Price ($/MWh)
1,20,188.84080158816505,8.853952575950725
2,20,90.03578892267153,17.22989375112413
3,20,177.8695471990539,21.677850970605597
4,20,59.82371020341773,24.751882248207988
5,20,277.5497846339258,1.1235580325732135
6,20,125.37514354198498,24.03810719021554
7,20,113.59091235479497,33.465375130909756
8,20,260.70633786125575,33.04995260943466
9,20,291.33437477306944,2.023303972171724
10,20,73.61183609826308,31.94093143042893
11,20,171.77694768035437,14.005224507925957
12,20,56.510375452052216,6.679304846368378
13,20,292.0622228111436,9.752274352867744
14,20,129.18390857466656,31.773098827753135
15,20,128.05963896554195,19.969462677004792
16,20,50.55993514903513,21.746928293010534
17,20,249.27471315623245,30.50005608113858
18,20,105.4673922936039,5.6051781795690045
19,20,114.31353631656835,12.272372303497674
20,20,256.7340856672203,1.8641026808296508
21,20,294.4194642695006,17.94120820460621
22,20,192.26016092188533,30.786164712785013
23,20,164.08817275250226,9.625912690161412
24,20,84.42822486952342,18.776483103366395
