Hour,Node,Quantity (MW),Price ($/MWh)
1,1,67.48173,21.313241562693758
2,1,63.45297,21.313241562693758
3,1,60.4314,21.313241562693758
4,1,59.42421,21.313241562693758
5,1,59.42421,21.313241562693758
6,1,60.4314,21.313241562693758
7,1,74.53205999999999,21.313241562693758
8,1,86.61833999999999,21.313241562693758
9,1,95.68305,21.313241562693758
10,1,96.69024,21.313241562693758
11,1,96.69024,21.313241562693758
12,1,95.68305,21.313241562693758
13,1,95.68305,21.313241562693758
14,1,95.68305,21.313241562693758
15,1,93.66867,21.313241562693758
16,1,93.66867,21.313241562693758
17,1,99.71181,21.313241562693758
18,1,100.719,21.313241562693758
19,1,100.719,21.313241562693758
20,1,96.69024,21.313241562693758
21,1,91.65428999999999,21.313241562693758
22,1,83.59676999999999,21.313241562693758
23,1,73.52486999999999,21.313241562693758
24,1,63.45297,21.313241562693758
