Hour,Node,Quantity (MW),Price ($/MWh)
1,19,73.62119107589716,6.709120223934979
2,19,30.100718733626298,5.983067729192716
3,19,81.7236249336584,4.6141099200415
4,19,212.03642395452536,31.25724159845175
5,19,201.5187852573625,19.83547462378633
6,19,152.17942826122098,15.122525192414017
7,19,173.56759942183655,14.988592460152395
8,19,109.20132080002365,10.514911015358399
9,19,193.47951205870802,6.121313743527033
10,19,37.12236932698768,15.586088506883675
11,19,299.41229525300525,24.746874363568118
12,19,20.78167469028379,27.867325156474074
13,19,252.50431068442464,13.68872293679015
14,19,48.32176401486799,15.457328835243532
15,19,15.183117181453287,33.489838123262594
16,19,87.54860160677467,1.8078411864003796
17,19,232.52521054653192,19.55709125521767
18,19,157.70931945354067,0.09910460050212677
19,19,23.31901382649567,2.5773174417168954
20,19,222.8579835189878,14.750337485279676
21,19,286.450518786525,27.517135759158393
22,19,224.88201044404312,33.746872958246335
23,19,182.08857144453108,27.478096788134888
24,19,252.99809458432887,18.36596554551
