Hour,Node,Quantity (MW),Price ($/MWh)
1,5,44.395875000000004,21.424620749490206
2,5,41.745375,21.424620749490206
3,5,39.7575,21.424620749490206
4,5,39.094875,21.424620749490206
5,5,39.094875,21.424620749490206
6,5,39.7575,21.424620749490206
7,5,49.03425,21.424620749490206
8,5,56.985749999999996,21.424620749490206
9,5,62.949375,21.424620749490206
10,5,63.612,21.424620749490206
11,5,63.612,21.424620749490206
12,5,62.949375,21.424620749490206
13,5,62.949375,21.424620749490206
14,5,62.949375,21.424620749490206
15,5,61.62412500000001,21.424620749490206
16,5,61.62412500000001,21.424620749490206
17,5,65.599875,21.424620749490206
18,5,66.2625,21.424620749490206
19,5,66.2625,21.424620749490206
20,5,63.612,21.424620749490206
21,5,60.298875,21.424620749490206
22,5,54.997875,21.424620749490206
23,5,48.371625,21.424620749490206
24,5,41.745375,21.424620749490206
