Hour,Node,Quantity (MW),Price ($/MWh)
1,17,141.86898202164363,16.791603954770384
2,17,255.0416307766152,4.763207556701083
3,17,230.3578634743211,14.152151409232125
4,17,116.06021798754558,5.735230925598902
5,17,296.19171626291745,34.850118444291006
6,17,181.27153121178827,13.362345112941863
7,17,224.53101155429823,34.036881350695545
8,17,217.74525745232995,5.190594679716548
9,17,73.63019316448919,10.34367499058629
10,17,48.47441380031909,22.330148824118588
11,17,113.42601317900619,18.164019814170555
12,17,276.8706486770784,2.5118033056376183
13,17,260.7099666063026,30.626149511485895
14,17,27.809424306389218,5.054699658567122
15,17,246.21224451252567,34.69723368535952
16,17,298.1774520134855,9.94363632683553
17,17,168.80070317564122,11.20785585037521
18,17,49.07839437963772,19.518422436168294
19,17,136.3373028838476,2.6796300177862187
20,17,195.79140953611494,11.805108319026404
21,17,205.70955250482766,10.277463894559947
22,17,173.16118888792641,15.50269982092381
23,17,278.53153371971547,7.641290237578675
24,17,90.60030629312381,34.871150976489915
