Hour,Node,Quantity (MW),Price ($/MWh)
1,4,46.171710000000004,21.82635509272465
2,4,43.41519,21.82635509272465
3,4,41.3478,21.82635509272465
4,4,40.65867000000001,21.82635509272465
5,4,40.65867000000001,21.82635509272465
6,4,41.3478,21.82635509272465
7,4,50.99562,21.82635509272465
8,4,59.26518,21.82635509272465
9,4,65.46735000000001,21.82635509272465
10,4,66.15648,21.82635509272465
11,4,66.15648,21.82635509272465
12,4,65.46735000000001,21.82635509272465
13,4,65.46735000000001,21.82635509272465
14,4,65.46735000000001,21.82635509272465
15,4,64.08909000000001,21.82635509272465
16,4,64.08909000000001,21.82635509272465
17,4,68.22387,21.82635509272465
18,4,68.91300000000001,21.82635509272465
19,4,68.91300000000001,21.82635509272465
20,4,66.15648,21.82635509272465
21,4,62.71083,21.82635509272465
22,4,57.197790000000005,21.82635509272465
23,4,50.306490000000004,21.82635509272465
24,4,43.41519,21.82635509272465
