Hour,Node,Quantity (MW),Price ($/MWh)
1,8,106.5501,19.252129241509902
2,8,100.1889,19.252129241509902
3,8,95.41799999999999,19.252129241509902
4,8,93.82770000000001,19.252129241509902
5,8,93.82770000000001,19.252129241509902
6,8,95.41799999999999,19.252129241509902
7,8,117.6822,19.252129241509902
8,8,136.76579999999998,19.252129241509902
9,8,151.0785,19.252129241509902
10,8,152.6688,19.252129241509902
11,8,152.6688,19.252129241509902
12,8,151.0785,19.252129241509902
13,8,151.0785,19.252129241509902
14,8,151.0785,19.252129241509902
15,8,147.8979,19.252129241509902
16,8,147.8979,19.252129241509902
17,8,157.4397,19.252129241509902
18,8,159.03,19.252129241509902
19,8,159.03,19.252129241509902
20,8,152.6688,19.252129241509902
21,8,144.7173,19.252129241509902
22,8,131.9949,19.252129241509902
23,8,116.0919,19.252129241509902
24,8,100.1889,19.252129241509902
