Hour,Node,Quantity (MW),Price ($/MWh)
1,14,120.75678,20.979898241682978
2,14,113.54742000000002,20.979898241682978
3,14,108.1404,20.979898241682978
4,14,106.33806000000001,20.979898241682978
5,14,106.33806000000001,20.979898241682978
6,14,108.1404,20.979898241682978
7,14,133.37316,20.979898241682978
8,14,155.00124,20.979898241682978
9,14,171.22230000000002,20.979898241682978
10,14,173.02464,20.979898241682978
11,14,173.02464,20.979898241682978
12,14,171.22230000000002,20.979898241682978
13,14,171.22230000000002,20.979898241682978
14,14,171.22230000000002,20.979898241682978
15,14,167.61762000000002,20.979898241682978
16,14,167.61762000000002,20.979898241682978
17,14,178.43166,20.979898241682978
18,14,180.234,20.979898241682978
19,14,180.234,20.979898241682978
20,14,173.02464,20.979898241682978
21,14,164.01294000000001,20.979898241682978
22,14,149.59422,20.979898241682978
23,14,131.57082,20.979898241682978
24,14,113.54742000000002,20.979898241682978
