Hour,Node,Quantity (MW),Price ($/MWh)
1,18,237.72781403950006,26.146626086459396
2,18,271.10429102393755,23.095831067204585
3,18,186.89112627556608,22.347913760509485
4,18,289.0545405550974,18.04841358460009
5,18,115.11953300256079,27.472387489807836
6,18,257.8324561686204,9.063513161653798
7,18,200.23048000843474,15.05616945512174
8,18,152.48134279863294,22.252875339381497
9,18,49.613660523575184,17.321706752816837
10,18,101.15523696083304,22.12509640921335
11,18,234.04625541515117,21.325396177338792
12,18,233.1380682421438,15.039205581895626
13,18,187.15331833428976,24.115426376361327
14,18,148.1211738066699,3.527693900973654
15,18,296.7181317890529,30.239134303588063
16,18,181.91588908781372,31.815585184573624
17,18,244.99162612442967,25.2591920870793
18,18,243.94481470962188,5.498336533370731
19,18,176.12543339973715,8.364222571263596
20,18,165.86006764119458,33.376831281311524
21,18,230.35491061184703,32.173195396101136
22,18,224.2325537906146,27.48171710364417
23,18,246.58087575925762,34.21359423042415
24,18,195.57811556563084,17.00166420558171
