Hour,Node,Quantity (MW),Price ($/MWh)
1,2,60.37839,19.845596657899907
2,2,56.77371000000001,19.845596657899907
3,2,54.0702,19.845596657899907
4,2,53.16903000000001,19.845596657899907
5,2,53.16903000000001,19.845596657899907
6,2,54.0702,19.845596657899907
7,2,66.68658,19.845596657899907
8,2,77.50062,19.845596657899907
9,2,85.61115000000001,19.845596657899907
10,2,86.51232,19.845596657899907
11,2,86.51232,19.845596657899907
12,2,85.61115000000001,19.845596657899907
13,2,85.61115000000001,19.845596657899907
14,2,85.61115000000001,19.845596657899907
15,2,83.80881000000001,19.845596657899907
16,2,83.80881000000001,19.845596657899907
17,2,89.21583,19.845596657899907
18,2,90.117,19.845596657899907
19,2,90.117,19.845596657899907
20,2,86.51232,19.845596657899907
21,2,82.00647000000001,19.845596657899907
22,2,74.79711,19.845596657899907
23,2,65.78541,19.845596657899907
24,2,56.77371000000001,19.845596657899907
