Hour,Node,Quantity (MW),Price ($/MWh)
1,15,197.117685,15.400120022153757
2,15,185.349465,15.400120022153757
3,15,176.5233,15.400120022153757
4,15,173.58124500000002,15.400120022153757
5,15,173.58124500000002,15.400120022153757
6,15,176.5233,15.400120022153757
7,15,217.71206999999998,15.400120022153757
8,15,253.01673,15.400120022153757
9,15,279.495225,15.400120022153757
10,15,282.43728,15.400120022153757
11,15,282.43728,15.400120022153757
12,15,279.495225,15.400120022153757
13,15,279.495225,15.400120022153757
14,15,279.495225,15.400120022153757
15,15,273.61111500000004,15.400120022153757
16,15,273.61111500000004,15.400120022153757
17,15,291.263445,15.400120022153757
18,15,294.20550000000003,15.400120022153757
19,15,294.20550000000003,15.400120022153757
20,15,282.43728,15.400120022153757
21,15,267.727005,15.400120022153757
22,15,244.190565,15.400120022153757
23,15,214.770015,15.400120022153757
24,15,185.349465,15.400120022153757
