Hour,Node,Quantity (MW),Price ($/MWh)
1,13,165.15265500000004,19.57000078228485
2,13,155.29279500000004,19.57000078228485
3,13,147.89790000000002,19.57000078228485
4,13,145.43293500000001,19.57000078228485
5,13,145.43293500000001,19.57000078228485
6,13,147.89790000000002,19.57000078228485
7,13,182.40741000000003,19.57000078228485
8,13,211.98699000000002,19.57000078228485
9,13,234.17167500000002,19.57000078228485
10,13,236.63664000000003,19.57000078228485
11,13,236.63664000000003,19.57000078228485
12,13,234.17167500000002,19.57000078228485
13,13,234.17167500000002,19.57000078228485
14,13,234.17167500000002,19.57000078228485
15,13,229.24174500000004,19.57000078228485
16,13,229.24174500000004,19.57000078228485
17,13,244.03153500000002,19.57000078228485
18,13,246.49650000000003,19.57000078228485
19,13,246.49650000000003,19.57000078228485
20,13,236.63664000000003,19.57000078228485
21,13,224.31181500000002,19.57000078228485
22,13,204.59209500000003,19.57000078228485
23,13,179.94244500000002,19.57000078228485
24,13,155.29279500000004,19.57000078228485
