Hour,Node,Quantity (MW),Price ($/MWh)
1,19,113.65344,19.77405650876719
2,19,106.86816,19.77405650876719
3,19,101.7792,19.77405650876719
4,19,100.08288,19.77405650876719
5,19,100.08288,19.77405650876719
6,19,101.7792,19.77405650876719
7,19,125.52767999999999,19.77405650876719
8,19,145.88352,19.77405650876719
9,19,161.1504,19.77405650876719
10,19,162.84672,19.77405650876719
11,19,162.84672,19.77405650876719
12,19,161.1504,19.77405650876719
13,19,161.1504,19.77405650876719
14,19,161.1504,19.77405650876719
15,19,157.75776000000002,19.77405650876719
16,19,157.75776000000002,19.77405650876719
17,19,167.93568,19.77405650876719
18,19,169.632,19.77405650876719
19,19,169.632,19.77405650876719
20,19,162.84672,19.77405650876719
21,19,154.36512,19.77405650876719
22,19,140.79456,19.77405650876719
23,19,123.83136,19.77405650876719
24,19,106.86816,19.77405650876719
