Node,Quantity (MW),Price ($/MWh)
1,73.52486999999999,18.63805802141461
2,65.78541,14.235123307033062
13,179.94244500000002,13.408335680187887
14,131.57082,17.638028058382275
15,214.770015,15.400120022153756
16,67.720275,13.33612537373297
18,226.379205,14.37621536510796
19,123.83136,14.0205028596349
20,87.068925,17.766528633237535
3,121.896495,16.102901343880355
4,50.30649,20.17739861150729
5,48.371625,18.972195581803952
6,92.87352,9.788478840285345
7,85.13406,16.010414635943516
8,116.0919,12.454721057863043
9,118.026765,12.610121597906208
10,131.57082,14.268829955484309
