Node,Quantity (MW),Price ($/MWh)
1,91.65429,18.63805802141461
2,82.00647000000001,14.235123307033062
13,224.311815,13.408335680187887
14,164.01294,17.638028058382275
15,267.727005,15.400120022153756
16,84.418425,13.33612537373297
18,282.198735,14.37621536510796
19,154.36512,14.0205028596349
20,108.537975,17.766528633237535
3,151.95316499999998,16.102901343880355
4,62.71083,20.17739861150729
5,60.298875,18.972195581803952
6,115.77384,9.788478840285345
7,106.12602,16.010414635943516
8,144.7173,12.454721057863043
9,147.129255,12.610121597906208
10,164.01294,14.268829955484309
