Node,Quantity (MW),Price ($/MWh)
1,99.71181,18.63805802141461
2,89.21583,14.235123307033062
13,244.031535,13.408335680187887
14,178.43166,17.638028058382275
15,291.263445,15.400120022153756
16,91.839825,13.33612537373297
18,307.007415,14.37621536510796
19,167.93568,14.0205028596349
20,118.07977499999998,17.766528633237535
3,165.31168499999998,16.102901343880355
4,68.22387,20.17739861150729
5,65.599875,18.972195581803952
6,125.95176,9.788478840285345
7,115.45578,16.010414635943516
8,157.4397,12.454721057863043
9,160.063695,12.610121597906208
10,178.43166,14.268829955484309
