Node,Quantity (MW),Price ($/MWh)
1,74.53205999999999,18.63805802141461
2,66.68658,14.235123307033062
13,182.40741000000003,13.408335680187887
14,133.37316,17.638028058382275
15,217.71207,15.400120022153756
16,68.64795000000001,13.33612537373297
18,229.48029,14.37621536510796
19,125.52768,14.0205028596349
20,88.26164999999999,17.766528633237535
3,123.56631,16.102901343880355
4,50.99562,20.17739861150729
5,49.03425,18.972195581803952
6,94.14576,9.788478840285345
7,86.30028,16.010414635943516
8,117.6822,12.454721057863043
9,119.64357,12.610121597906208
10,133.37316,14.268829955484309
